"id","input","regex_jp","regex_zh","regex_en","output_ja","output_zh","output_en","alt","regex_id","pattern","order","response_type","action_id","condition","SpeechControl","emotion_change_type","emotion_change_value","WaitTime","HideUI","Animation","Priority","call_only","choice_yes_pattern","choice_no_pattern","sequence_progress_hold","RepeatCount","question_ja","question_en","question_cn","choice_yes_ja","choice_yes_en","choice_yes_cn","choice_no_ja","choice_no_en","choice_no_cn","yes_next_pattern","no_next_pattern","random_repeat_limit","timed_event_key","target_pattern","context","psychology_state","group","notes"
"PRD_DAILY_DIARY_REACTION_HOSTILITY_001_047","DIARY_REACTION","","","","何度も言ったけど、{{CAT_PRONOUN}}は{{PLAYER_CALLING}}を守るために{{CAT_NAME}}になったの。","","","","PRD_DAILY_DIARY_REACTION_HOSTILITY_001_047","4","1","Reaction","","PsychologyState == ""HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","HOSTILITY","DAILY","原稿から整理; 文章改変なし"
"PRD_DAILY_DIARY_REACTION_HOSTILITY_001_047","DIARY_REACTION","","","","……でも、痛い目見ないと分からないか。","","","","PRD_DAILY_DIARY_REACTION_HOSTILITY_001_047","5","1","Reaction","","PsychologyState == ""HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","HOSTILITY","DAILY","原稿から整理; 文章改変なし"
"PRD_DAILY_DIARY_REACTION_HOSTILITY_001_047","DIARY_REACTION","","","","構えて。お望み通り戦ってあげる。","","","","PRD_DAILY_DIARY_REACTION_HOSTILITY_001_047","6","1","Reaction","","PsychologyState == ""HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","HOSTILITY","DAILY","原稿から整理; 文章改変なし"
"PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","DIARY_REACTION","","","","{{PLAYER_CALLING}}、提案がある。{{PLAYER_CALLING}}は{{CAT_PRONOUN}}に罵倒されるのが好きだね？煽られるのが好きだね？","","","","PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","1","1","Reaction","","PsychologyState == ""SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","SADISTIC","DAILY","原稿から整理; 文章改変なし"
"PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","DIARY_REACTION","","","","だから{{PLAYER_CALLING}}をもっと支配できる方法を考えたよ。","","","","PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","2","1","Reaction","","PsychologyState == ""SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","SADISTIC","DAILY","原稿から整理; 文章改変なし"
"PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","DIARY_REACTION","","","","これからしばらく、{{PLAYER_CALLING}}の行動は全部決めてあげる。","","","","PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","3","1","Reaction","","PsychologyState == ""SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","SADISTIC","DAILY","原稿から整理; 文章改変なし"
"PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","DIARY_REACTION","","","","自分の行動を自分で決められなくなったら、いよいよ{{PLAYER_CALLING}}は「{{CAT_PRONOUN}}に生かされてる」って理解できるよね！","","","","PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","4","1","Reaction","","PsychologyState == ""SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","SADISTIC","DAILY","原稿から整理; 文章改変なし"
"PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","DIARY_REACTION","","","","これからも、チビの{{PLAYER_CALLING}}の立場、いーっぱい教えてあげるからね！","","","","PRD_DAILY_DIARY_REACTION_SADISTIC_001_048","5","1","Reaction","","PsychologyState == ""SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","DIARY_REACTION","SADISTIC","DAILY","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","MAX_EVENT","","","","{{PLAYER_CALLING}}、確認なんだけどさ。","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","1","1","Reaction","Death:crow","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","MAX_EVENT","","","","何回も何回も喧嘩したがってるけど、しつこく言ったら戦えると思ってる？","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","2","1","Reaction","Death:crow","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","MAX_EVENT","","","","{{CAT_PRONOUN}}と本気で戦いたいと思ってるんだよね？","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","3","1","Reaction","Death:crow","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","MAX_EVENT","","","","何度も言ったけど、{{CAT_PRONOUN}}は{{PLAYER_CALLING}}を守るために{{CAT_NAME}}になったの。","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","4","1","Reaction","Death:crow","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","MAX_EVENT","","","","……でも、痛い目見ないと分からないか。","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","5","1","Reaction","Death:crow","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","MAX_EVENT","","","","構えて。お望み通り戦ってあげる。","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_001","6","1","Reaction","Death:crow","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","","","","ほら、言った通りでしょ。","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","1","2","Reaction","","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","MAX_EVENT","","","","戦いを挑むなんて無駄なんだから、もうケンカ売ってこないでよね！","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_HOSTILITY_002","2","2","Reaction","","Hostility == 100","","","","","","","","","","","","","","","","","","","","","","","","","","","MAX_EVENT","HOSTILITY","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","MAX_EVENT","","","","{{PLAYER_CALLING}}、提案がある。{{PLAYER_CALLING}}は{{CAT_PRONOUN}}に罵倒されるのが好きだね？煽られるのが好きだね？","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","1","1","Reaction","","Sadistic == 100","","","","","","","","","","","","","","","","","","","","","","","","","","","MAX_EVENT","SADISTIC","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","MAX_EVENT","","","","だから{{PLAYER_CALLING}}をもっと支配できる方法を考えたよ。","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","2","1","Reaction","","Sadistic == 100","","","","","","","","","","","","","","","","","","","","","","","","","","","MAX_EVENT","SADISTIC","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","MAX_EVENT","","","","これからしばらく、{{PLAYER_CALLING}}の行動は全部決めてあげる。","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","3","1","Reaction","","Sadistic == 100","","","","","","","","","","","","","","","","","","","","","","","","","","","MAX_EVENT","SADISTIC","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","MAX_EVENT","","","","自分の行動を自分で決められなくなったら、いよいよ{{PLAYER_CALLING}}は「{{CAT_PRONOUN}}に生かされてる」って理解できるよね！","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","4","1","Reaction","","Sadistic == 100","","","","","","","","","","","","","","","","","","","","","","","","","","","MAX_EVENT","SADISTIC","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","MAX_EVENT","","","","これからも、チビの{{PLAYER_CALLING}}の立場、いーっぱい教えてあげるからね！","","","","PRD_MAX_VALUE_EVENT_MAX_EVENT_SADISTIC_001","5","1","Reaction","","Sadistic == 100","","","","","","","","","","","","","","","","","","","","","","","","","","","MAX_EVENT","SADISTIC","MAX_VALUE_EVENT","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_001","COMPOSITE","","","","朝だよ。ところで最近冷たいのって{{CAT_PRONOUN}}のことが好きだから？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_001","1","1","Reaction","","PsychologyState == ""AFFECTION_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_AFFECTION","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_002","COMPOSITE","","","","お昼だよ。冷たくされても平気だよ。本当は好きって分かってるから。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_002","1","2","Reaction","","PsychologyState == ""AFFECTION_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_AFFECTION","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_003","COMPOSITE","","","","夕方だね。優しさだけが愛情だと思ってたけど、痛みも愛情なんだね。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_003","1","3","Reaction","","PsychologyState == ""AFFECTION_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_AFFECTION","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_004","COMPOSITE","","","","日記書くの？優しくしてくれた記録？ケンカの記録？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_AFFECTION_004","1","4","Reaction","","PsychologyState == ""AFFECTION_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_AFFECTION","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_001","COMPOSITE","","","","朝だよ。……ねえ、どうして戦おうとするの？こんなにか弱いのに。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_001","1","1","Reaction","","PsychologyState == ""CONCERN_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_002","COMPOSITE","","","","お昼だよ。……{{PLAYER_CALLING}}、大丈夫だよ。{{CAT_PRONOUN}}は{{PLAYER_CALLING}}の味方だよ。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_002","1","2","Reaction","","PsychologyState == ""CONCERN_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_003","COMPOSITE","","","","夕方だね。……こんなにか弱い{{PLAYER_CALLING}}が無謀にも挑んでくる……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_003","1","3","Reaction","","PsychologyState == ""CONCERN_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_003","COMPOSITE","","","","守ってあげるから、ケンカなんてやめようよぉ……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_003","2","3","Reaction","","PsychologyState == ""CONCERN_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_004","COMPOSITE","","","","日記書くの？……早い所、穏やかな日常が日記に書けるようになるといいな……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_CONCERN_004","1","4","Reaction","","PsychologyState == ""CONCERN_HOSTILITY""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_001","COMPOSITE","","","","朝だね。雑魚{{PLAYER_CALLING}}は{{CAT_PRONOUN}}に勝てないんだから、無駄な抵抗はやめようね～。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_001","1","1","Reaction","","PsychologyState == ""HOSTILITY_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_002","COMPOSITE","","","","お昼だよ。チビのくせに、どうしてこんなに挑んでくるのかな～？無謀だねぇ。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_002","1","2","Reaction","","PsychologyState == ""HOSTILITY_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_003","COMPOSITE","","","","夕方だね。……もしかして、ただの雑魚じゃないって証明するために、{{CAT_PRONOUN}}と戦おうとしてるの？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_003","1","3","Reaction","","PsychologyState == ""HOSTILITY_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_003","COMPOSITE","","","","……無駄すぎ！ざ～こ！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_003","2","3","Reaction","","PsychologyState == ""HOSTILITY_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_004","COMPOSITE","","","","日記書くの？書くようなことある？自分がどれだけ惨めだったか書きたいならそうしたら？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_SADISTIC_004","1","4","Reaction","","PsychologyState == ""HOSTILITY_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_001","COMPOSITE","","","","朝だね。ねぇ{{PLAYER_CALLING}}、{{CAT_PRONOUN}}と敵対したり命令したりが多いけど……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_001","1","1","Reaction","","PsychologyState == ""HOSTILITY_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_001","COMPOSITE","","","","{{CAT_PRONOUN}}にどうしてほしいのかな？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_001","2","1","Reaction","","PsychologyState == ""HOSTILITY_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_002","COMPOSITE","","","","お昼だよ。……そんな乱暴な言い方じゃなくてさ、仲良く暮らさない？一緒にご飯食べてさ？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_002","1","2","Reaction","","PsychologyState == ""HOSTILITY_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_003","COMPOSITE","","","","夕方だね。……もしかして、{{CAT_PRONOUN}}のことを従順にしたら、逆らわなくなるって思ってる？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_003","1","3","Reaction","","PsychologyState == ""HOSTILITY_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_003","COMPOSITE","","","","どんな言い方されても、譲れないところは譲らないからね！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_003","2","3","Reaction","","PsychologyState == ""HOSTILITY_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_004","COMPOSITE","","","","日記書くの？……日記にまで乱暴なこと書かないでね？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_OBEDIENCE_004","1","4","Reaction","","PsychologyState == ""HOSTILITY_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_001","COMPOSITE","","","","朝だよ。少しはいい子になった？そうじゃないなら……どうなるかな？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_001","1","1","Reaction","","PsychologyState == ""HOSTILITY_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_002","COMPOSITE","","","","お昼だね。……あ、もしかして最近機嫌が悪いのって、お腹が空いてるから？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_002","1","2","Reaction","","PsychologyState == ""HOSTILITY_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_003","COMPOSITE","","","","夕方だよ。あんまり生意気なことばっかり言ってるなら、ちゃんと教育しないといけないかなぁ。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_003","1","3","Reaction","","PsychologyState == ""HOSTILITY_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_004","COMPOSITE","","","","日記書くの？どんな事を書くのかな？{{CAT_PRONOUN}}のことを悪く言うなら……覚悟しておいてね。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_HOSTILITY_INSTINCT_004","1","4","Reaction","","PsychologyState == ""HOSTILITY_INSTINCT""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","HOSTILITY_INSTINCT","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_001","COMPOSITE","","","","おはよう！今日も{{PLAYER_CALLING}}のやりたいこと、{{CAT_PRONOUN}}がなんでもやってあげる！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_001","1","1","Reaction","","PsychologyState == ""AFFECTION_CONCERN""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_002","COMPOSITE","","","","お昼だよ！食べたいものがあるなら{{CAT_PRONOUN}}が用意するから、{{PLAYER_CALLING}}は大人しくしててね！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_002","1","2","Reaction","","PsychologyState == ""AFFECTION_CONCERN""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_003","COMPOSITE","","","","夕方だよ。{{PLAYER_CALLING}}のやって欲しいこと{{CAT_PRONOUN}}が全部やってあげるからさ、{{PLAYER_CALLING}}は安全な所にいてね！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_003","1","3","Reaction","","PsychologyState == ""AFFECTION_CONCERN""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_004","COMPOSITE","","","","日記書くの？うーん、日記は流石に代わりにやってあげられないなぁ……。じゃあ応援してあげる！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_CONCERN_004","1","4","Reaction","","PsychologyState == ""AFFECTION_CONCERN""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_CONCERN","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_001","COMPOSITE","","","","おはよう……。今日も小さくて可愛い{{PLAYER_CALLING}}すき……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_001","1","1","Reaction","","PsychologyState == ""AFFECTION_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_002","COMPOSITE","","","","お昼だね。ちび{{PLAYER_CALLING}}が、ちびちびご飯食べてるの可愛い～！潰したくなっちゃう！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_002","1","2","Reaction","","PsychologyState == ""AFFECTION_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_003","COMPOSITE","","","","夕方だね。か弱い{{PLAYER_CALLING}}を見てると、愛らしくてたまらないの！雑魚なのにね！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_003","1","3","Reaction","","PsychologyState == ""AFFECTION_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_004","COMPOSITE","","","","日記書くの？その板に向かって頑張って話しかけてるの、すごく愛おしいんだよね～！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_SADISTIC_004","1","4","Reaction","","PsychologyState == ""AFFECTION_SADISTIC""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_SADISTIC","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_001","COMPOSITE","","","","おはよう。{{PLAYER_CALLING}}、今日もなにか命令してくれる？","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_001","1","1","Reaction","","PsychologyState == ""AFFECTION_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_001","COMPOSITE","","","","その……必要とされてると、安心するからさ……。","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_001","2","1","Reaction","","PsychologyState == ""AFFECTION_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
"PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_002","COMPOSITE","","","","お昼だね。{{PLAYER_CALLING}}のために食べ物を用意させて！","","","","PRD_COMPOSITE_DAILY_COMPOSITE_AFFECTION_OBEDIENCE_002","1","2","Reaction","","PsychologyState == ""AFFECTION_OBEDIENCE""","","","","","","","","","","","","","","","","","","","","","","","","","","","COMPOSITE","AFFECTION_OBEDIENCE","COMPOSITE_DAILY","原稿から整理; 文章改変なし"
