id,input,regex_jp,regex_zh,regex_en,output_ja,output_zh,output_en,alt,regex_id,pattern,order,response_type,action_id,condition,SpeechControl,emotion_change_type,emotion_change_value,WaitTime,HideUI,Animation,Priority,call_only,choice_yes_pattern,choice_no_pattern
2239,キャットとアラバスターの石,きゃっととあらばすたーのいし,,,{{PLAYER_CALLING}}も猫になりたい？変身させることはできないけど……。,,,,series_kyattotoarabasutanoishi,1,2,Normal,,,Random,,0,0,false,,10,false,,
2240,第二次世界大戦,だいにじせかいたいせん,,,な、なにその物騒な言葉は……。,,,,series_dainijisekaitaisen,1,0,Normal,,,Random,,0,0,false,,10,false,,
2240,第二次世界大戦,だいにじせかいたいせん,,,え？スヌーピーっていう犬の、隣に住んでいる猫の名前が、それなの？,,,,series_dainijisekaitaisen,1,1,Normal,,,Random,,0,0,false,,10,false,,
2240,第二次世界大戦,だいにじせかいたいせん,,,しかも滅茶苦茶強いんだ！？{{CAT_PRONOUN}}も強い名前にしたら強くなれるのかな……。,,,,series_dainijisekaitaisen,1,2,Normal,,,Random,,0,0,false,,10,false,,
2241,黒レン,くろれん,,,黒レンって何？,,,,series_kuroren,1,0,Normal,,,Random,,0,0,false,,10,false,,
2241,黒レン,くろれん,,,へぇ、めるてぃぶらっどっていう作品の黒猫なんだ。,,,,series_kuroren,1,1,Normal,,,Random,,0,0,false,,10,false,,
2241,黒レン,くろれん,,,人間って、猫をやたらと人にしたがるイメージがあるけど、この子は猫が人になったの？人が猫になったの？,,,,series_kuroren,1,2,Normal,,,Random,,0,0,false,,10,false,,
2241,黒レン,くろれん,,,……どっちも？どっちもってどういうこと？,,,,series_kuroren,1,3,Normal,,,Random,,0,0,false,,10,false,,
2242,ミスフォーチュン,みすふぉーちゅん,,,ミスフォーチュンって？,,,,series_misufochun,1,0,Normal,,,Random,,0,0,false,,10,false,,
2242,ミスフォーチュン,みすふぉーちゅん,,,猫の女の子なんだ～！ん？全身がバラバラになっても平気なのが特徴……？,,,,series_misufochun,1,1,Normal,,,Random,,0,0,false,,10,false,,
2242,ミスフォーチュン,みすふぉーちゅん,,,なんで平気なの！？え？頭を投げつけてくる？！こわい！,,,,series_misufochun,1,2,Normal,,,Random,,0,0,false,,10,false,,
2243,チェシャ猫,ちぇしゃねこ,,,チェシャ猫って何？,,,,series_cheshaneko,1,0,Normal,,,Random,,0,0,false,,10,false,,
2243,チェシャ猫,ちぇしゃねこ,,,へぇ、不思議の国のアリスに出てくる猫なんだ～,,,,series_cheshaneko,1,1,Normal,,,Random,,0,0,false,,10,false,,
2243,チェシャ猫,ちぇしゃねこ,,,とても不思議で謎な猫なの？,,,,series_cheshaneko,1,2,Normal,,,Random,,0,0,false,,10,false,,
2243,チェシャ猫,ちぇしゃねこ,,,うーん、{{CAT_PRONOUN}}とどっちが不思議？,,,,series_cheshaneko,1,3,Normal,,,Random,,0,0,false,,10,false,,
2243,チェシャ猫,ちぇしゃねこ,,,……全然及ばないんだ！それはすごい！,,,,series_cheshaneko,1,4,Normal,,,Random,,0,0,false,,10,false,,
22431,不思議の国のアリス,ふしぎのくにのありす,,,不思議の国のアリスって何？,,,,series_cheshaneko,1,0,Normal,,,Random,,0,0,false,,10,false,,
22431,不思議の国のアリス,ふしぎのくにのありす,,,へぇ、そういう話があって、そこにチェシャ猫っていう猫が出てくるんだ！,,,,series_cheshaneko,1,1,Normal,,,Random,,0,0,false,,10,false,,
22431,不思議の国のアリス,ふしぎのくにのありす,,,とても不思議で謎な猫なの？,,,,series_cheshaneko,1,2,Normal,,,Random,,0,0,false,,10,false,,
22431,不思議の国のアリス,ふしぎのくにのありす,,,うーん、{{CAT_PRONOUN}}とどっちが不思議？,,,,series_cheshaneko,1,3,Normal,,,Random,,0,0,false,,10,false,,
22431,不思議の国のアリス,ふしぎのくにのありす,,,……全然及ばないんだ！それはすごい！,,,,series_cheshaneko,1,4,Normal,,,Random,,0,0,false,,10,false,,
2244,BlobCat,ぶろぶきゃっと,,,BlobCatって何？,,,,series_burobukyatto,1,0,Normal,,,Random,,0,0,false,,10,false,,
2244,BlobCat,ぶろぶきゃっと,,,えっと？物語とかは特に無くて？ただそこにいる猫？,,,,series_burobukyatto,1,1,Normal,,,Random,,0,0,false,,10,false,,
2244,BlobCat,ぶろぶきゃっと,,,猫っぽいスライムっぽいやつ……？,,,,series_burobukyatto,1,2,Normal,,,Random,,0,0,false,,10,false,,
2244,BlobCat,ぶろぶきゃっと,,,えっと、最終的になんなの？,,,,series_burobukyatto,1,3,Normal,,,Random,,0,0,false,,10,false,,
2245,にゃんぷっぷー,にゃんぷっぷー,,,にゃんぷっぷーって何？,,,,series_burobukyatto,1,0,Normal,,,Random,,0,0,false,,10,false,,
2245,にゃんぷっぷー,にゃんぷっぷー,,,えっと？物語とかは特に無くて？ただそこにいる猫？,,,,series_nyanpuppu,1,0,Normal,,,Random,,0,0,false,,10,false,,
2245,にゃんぷっぷー,にゃんぷっぷー,,,猫っぽいスライムっぽいやつ……？,,,,series_nyanpuppu,1,1,Normal,,,Random,,0,0,false,,10,false,,
2245,にゃんぷっぷー,にゃんぷっぷー,,,えっと、最終的になんなの？,,,,series_nyanpuppu,1,2,Normal,,,Random,,0,0,false,,10,false,,
2246,聖川詩杏,((ひじりかわ)?しあん),,,聖川詩杏って何？,,,,series_hijirikawashian_or_shoubairokku,1,0,Normal,,,Random,,0,0,false,,10,false,,
2246,聖川詩杏,((ひじりかわ)?しあん),,,Show by Rockっていう、いろんな動物の子がバンドをやる話のキャラクターなんだ！,,,,series_hijirikawashian_or_shoubairokku,1,1,Normal,,,Random,,0,0,false,,10,false,,
2246,聖川詩杏,((ひじりかわ)?しあん),,,ねこのシアンの他に、どんな動物がいるの？,,,,series_hijirikawashian_or_shoubairokku,1,2,Normal,,,Random,,0,0,false,,10,false,,
2246,聖川詩杏,((ひじりかわ)?しあん),,,え？山？泡？金平糖？忍マシーン？？,,,,series_hijirikawashian_or_shoubairokku,1,3,Normal,,,Random,,0,0,false,,10,false,,
2246,聖川詩杏,((ひじりかわ)?しあん),,,えっと、動物……？,,,,series_hijirikawashian_or_shoubairokku,1,4,Normal,,,Random,,0,0,false,,10,false,,
22461,Show by Rock,(しょうばいろっく),,,Show by Rockって何？,,,,series_hijirikawashian_or_shoubairokku,1,0,Normal,,,Random,,0,0,false,,10,false,,
22461,Show by Rock,(しょうばいろっく),,,いろんな動物の子がバンドをやる話なんだ！,,,,series_hijirikawashian_or_shoubairokku,1,1,Normal,,,Random,,0,0,false,,10,false,,
22461,Show by Rock,(しょうばいろっく),,,ねこのシアンの他に、どんな動物がいるの？,,,,series_hijirikawashian_or_shoubairokku,1,2,Normal,,,Random,,0,0,false,,10,false,,
22461,Show by Rock,(しょうばいろっく),,,え？山？泡？金平糖？忍マシーン？？,,,,series_hijirikawashian_or_shoubairokku,1,3,Normal,,,Random,,0,0,false,,10,false,,
22461,Show by Rock,(しょうばいろっく),,,えっと、動物……？,,,,series_hijirikawashian_or_shoubairokku,1,4,Normal,,,Random,,0,0,false,,10,false,,
2247,キジトラ猫の小梅さん,きじとらねこのこうめさん,,,キジトラ猫の小梅さんって何？,,,,series_kijitoranekonokoumesan,1,0,Normal,,,Random,,0,0,false,,10,false,,
2247,キジトラ猫の小梅さん,きじとらねこのこうめさん,,,へぇ～、小梅と小雪っていう猫の出てくる話なんだ！,,,,series_kijitoranekonokoumesan,1,1,Normal,,,Random,,0,0,false,,10,false,,
2247,キジトラ猫の小梅さん,きじとらねこのこうめさん,,,え？時々ブラック小梅っていう悪い猫も出てくるんだ！,,,,series_kijitoranekonokoumesan,1,2,Normal,,,Random,,0,0,false,,10,false,,
2247,キジトラ猫の小梅さん,きじとらねこのこうめさん,,,そいつと戦ったりするのかな！？,,,,series_kijitoranekonokoumesan,1,3,Normal,,,Random,,0,0,false,,10,false,,
2248,招き猫不動産,まねきねこふどうさん,,,招き猫不動産って何？,,,,series_manekinekofudousan,1,0,Normal,,,Random,,0,0,false,,10,false,,
2248,招き猫不動産,まねきねこふどうさん,,,ふどうさん？で働く猫の話なんだ。ふどうさんって誰？,,,,series_manekinekofudousan,1,1,Normal,,,Random,,0,0,false,,10,false,,
2248,招き猫不動産,まねきねこふどうさん,,,名前じゃなくって、家を貸したりする仕事なんだ！へぇ～　{{CAT_PRONOUN}}にもできると思う？,,,,series_manekinekofudousan,1,2,Normal,,,Random,,0,0,false,,10,false,,
2248,招き猫不動産,まねきねこふどうさん,,,……ユーモアが足りないって？,,,,series_manekinekofudousan,1,3,Normal,,,Random,,0,0,false,,10,false,,
2248,招き猫不動産,まねきねこふどうさん,,,なんで家を貸すのにユーモアが必要なの？,,,,series_manekinekofudousan,1,4,Normal,,,Random,,0,0,false,,10,false,,
2249,ねこ娘,ねこむすめ,,,ねこ娘って何？,,,,series_nekomusume,1,0,Normal,,,Random,,0,0,false,,10,false,,
2249,ねこ娘,ねこむすめ,,,人間みたいな見た目で暮らしてる猫の妖怪なんだ！先輩だ！,,,,series_nekomusume,1,1,Normal,,,Random,,0,0,false,,10,false,,
2249,ねこ娘,ねこむすめ,,,魚が好きだったり、爪が鋭かったり、普通の猫とすごく似てるんだね。,,,,series_nekomusume,1,2,Normal,,,Random,,0,0,false,,10,false,,
2250,吾輩は猫である殺人事件,わがはいはねこであるさつじんじけん,,,な、なんか穏やかじゃないタイトルだね？,,,,series_wagahaihanekodearusatsujinjiken,1,0,Normal,,,Random,,0,0,false,,10,false,,
2250,吾輩は猫である殺人事件,わがはいはねこであるさつじんじけん,,,名無しの猫が突然上海にいた話なんだ。でも、吾輩は猫であるっていう話もあるんだよね？真似してるの？,,,,series_wagahaihanekodearusatsujinjiken,1,1,Normal,,,Random,,0,0,false,,10,false,,
2250,吾輩は猫である殺人事件,わがはいはねこであるさつじんじけん,,,……リスペクト？真似とリスペクトってどう違うの？,,,,series_wagahaihanekodearusatsujinjiken,1,2,Normal,,,Random,,0,0,false,,10,false,,
2251,ジャパまんクリッカー,じゃぱまんくりっかー,,,ジャパまんクリッカーって何？,,,,series_japamankurikka,1,0,Normal,,,Random,,0,0,false,,10,false,,
2251,ジャパまんクリッカー,じゃぱまんくりっかー,,,女の子にひたすら食べ物を与えるゲーム？最終的に地球より大きくなる？,,,,series_japamankurikka,1,1,Normal,,,Random,,0,0,false,,10,false,,
2251,ジャパまんクリッカー,じゃぱまんくりっかー,,,えっと、まず、地球ってどのくらい大きいの？,,,,series_japamankurikka,1,2,Normal,,,Random,,0,0,false,,10,false,,
2252,猫の皿,ねこのさら,,,猫の皿って何？,,,,series_nekonosara,1,0,Normal,,,Random,,0,0,false,,10,false,,
2252,猫の皿,ねこのさら,,,猫と、高いお皿を一緒に手に入れようとする話なんだ！,,,,series_nekonosara,1,1,Normal,,,Random,,0,0,false,,10,false,,
2252,猫の皿,ねこのさら,,,猫のために高級なお皿を使わせてるって、いい心がけじゃない。,,,,series_nekonosara,1,2,Normal,,,Random,,0,0,false,,10,false,,
2252,猫の皿,ねこのさら,,,でも、猫を売って手放しちゃう所は嫌だな……　最後まで飼いなよ！,,,,series_nekonosara,1,3,Normal,,,Random,,0,0,false,,10,false,,
2253,Jumping Jazz Cats,じゃんぴんぐじゃずきゃっつ,,,Jumping Jazz Catsって何？,,,,series_janpingujazukyattsu,1,0,Normal,,,Random,,0,0,false,,10,false,,
2253,Jumping Jazz Cats,じゃんぴんぐじゃずきゃっつ,,,猫を操作してみんなで遊ぶゲームなんだ！,,,,series_janpingujazukyattsu,1,1,Normal,,,Random,,0,0,false,,10,false,,
2253,Jumping Jazz Cats,じゃんぴんぐじゃずきゃっつ,,,ネズミを取ったり、毛糸玉を集めたり？楽しそう！,,,,series_janpingujazukyattsu,1,2,Normal,,,Random,,0,0,false,,10,false,,
2253,Jumping Jazz Cats,じゃんぴんぐじゃずきゃっつ,,,たまに膨らむ？え、膨らむの？猫だよね？,,,,series_janpingujazukyattsu,1,3,Normal,,,Random,,0,0,false,,10,false,,
2254,猫と龍,ねことりゅう,,,猫と龍って何？,,,,series_nekotoryuu,1,0,Normal,,,Random,,0,0,false,,10,false,,
2254,猫と龍,ねことりゅう,,,猫とドラゴンが一緒に暮らす話なんだ！どうして一緒に暮らし始めたの？,,,,series_nekotoryuu,1,1,Normal,,,Random,,0,0,false,,10,false,,
2254,猫と龍,ねことりゅう,,,……お母さん猫が、子どもの龍を他の子猫と一緒に育て始めたからなんだ！,,,,series_nekotoryuu,1,2,Normal,,,Random,,0,0,false,,10,false,,
2254,猫と龍,ねことりゅう,,,……{{PLAYER_CALLING}}が{{CAT_PRONOUN}}のことを拾って育ててくれた時、この物語のお母さんと同じ気持ちだったのかな？,,,,series_nekotoryuu,1,3,Normal,,,Random,,0,0,false,,10,false,,
2255,ねこタクシー,ねこたくしー,,,ねこタクシーって何？,,,,series_nekotakushi,1,0,Normal,,,Random,,0,0,false,,10,false,,
2255,ねこタクシー,ねこたくしー,,,タクシー運転手と、それに乗る猫の話？,,,,series_nekotakushi,1,1,Normal,,,Random,,0,0,false,,10,false,,
2255,ねこタクシー,ねこたくしー,,,えっと、タクシーって何？,,,,series_nekotakushi,1,2,Normal,,,Random,,0,0,false,,10,false,,
2255,ねこタクシー,ねこたくしー,,,わぁ……車。車ね……。うん。　代わりに運転して、目的地まで連れて行ってくれるんだね。,,,,series_nekotakushi,1,3,Normal,,,Random,,0,0,false,,10,false,,
2255,ねこタクシー,ねこたくしー,,,{{CAT_PRONOUN}}は……うん、悪いけど、車は無理かな……。事故が怖いもん！,,,,series_nekotakushi,1,4,Normal,,,Random,,0,0,false,,10,false,,
2256,１１ぴきのねこ,11(ひ|ぴ)きのねこ,,,１１ぴきのねこって何？,,,,series_11pikinoneko,1,0,Normal,,,Random,,0,0,false,,10,false,,
2256,１１ぴきのねこ,11(ひ|ぴ)きのねこ,,,１１匹のねこの話なんだ！みんな家族なの？違うんだ！へぇ～。,,,,series_11pikinoneko,1,1,Normal,,,Random,,0,0,false,,10,false,,
2256,１１ぴきのねこ,11(ひ|ぴ)きのねこ,,,たいしょう１匹と、１０匹のおともなんだ。,,,,series_11pikinoneko,1,2,Normal,,,Random,,0,0,false,,10,false,,
2256,１１ぴきのねこ,11(ひ|ぴ)きのねこ,,,現実にも、ボス猫っているからね！そんな感じなのかな！みんなあまり言う事聞かないけど。,,,,series_11pikinoneko,1,3,Normal,,,Random,,0,0,false,,10,false,,
2257,ガーフィールド,がーふぃーるど,,,ガーフィールドって何？,,,,series_gafirudo,1,0,Normal,,,Random,,0,0,false,,10,false,,
2257,ガーフィールド,がーふぃーるど,,,ガーフィールドっていう太ってて大食いの猫の話なんだ！,,,,series_gafirudo,1,1,Normal,,,Random,,0,0,false,,10,false,,
2257,ガーフィールド,がーふぃーるど,,,基準がわからないんだけど、{{CAT_PRONOUN}}って太ってるの？……普通？,,,,series_gafirudo,1,2,Normal,,,Random,,0,0,false,,10,false,,
2257,ガーフィールド,がーふぃーるど,,,普通かぁ……　じゃあガーフィールドは{{CAT_PRONOUN}}よりももっと大きな猫ってことなんだね！,,,,series_gafirudo,1,3,Normal,,,Random,,0,0,false,,10,false,,
2258,なめネコ,なめねこ,,,なめネコって何？,,,,series_nameneko,1,0,Normal,,,Random,,0,0,false,,10,false,,
2258,なめネコ,なめねこ,,,なめネコっていうカード？があったんだ。,,,,series_nameneko,1,1,Normal,,,Random,,0,0,false,,10,false,,
2258,なめネコ,なめねこ,,,猫の写真が映ってて、それでどうするの？,,,,series_nameneko,1,2,Normal,,,Random,,0,0,false,,10,false,,
2258,なめネコ,なめねこ,,,……集める？そうなんだ。いつまで？……なめられるまで？そっか……,,,,series_nameneko,1,3,Normal,,,Random,,0,0,false,,10,false,,
2259,敵は海賊,てきはかいぞく,,,敵は海賊って何？,,,,series_tekihakaizoku,1,0,Normal,,,Random,,0,0,false,,10,false,,
2259,敵は海賊,てきはかいぞく,,,アプロっていう黒猫が出てくる話なんだ！,,,,series_tekihakaizoku,1,1,Normal,,,Random,,0,0,false,,10,false,,
2259,敵は海賊,てきはかいぞく,,,……えっと、なんでも食べて自分勝手で嫌われててすごく強くて、他人の感情を固定することができる……？本当に猫？,,,,series_tekihakaizoku,1,2,Normal,,,Random,,0,0,false,,10,false,,
2259,敵は海賊,てきはかいぞく,,,猫じゃなくて、黒猫型異星人？そっか……,,,,series_tekihakaizoku,1,3,Normal,,,Random,,0,0,false,,10,false,,
2260,動物のお医者さん,どうぶつのおいしゃさん,,,動物のお医者さんって何？,,,,series_doubutsunooishasan,1,0,Normal,,,Random,,0,0,false,,10,false,,
2260,動物のお医者さん,どうぶつのおいしゃさん,,,動物病院の話……！？なんでわざわざ怖いところの話を！？,,,,series_doubutsunooishasan,1,1,Normal,,,Random,,0,0,false,,10,false,,
2260,動物のお医者さん,どうぶつのおいしゃさん,,,……関西弁の猫が出るから？そう……。まあ、怖い話じゃないならよかった。,,,,series_doubutsunooishasan,1,2,Normal,,,Random,,0,0,false,,10,false,,
2261,テイルコンチェルト,ているこんちぇると,,,テイルコンチェルトって何？,,,,series_teirukoncheruto,1,0,Normal,,,Random,,0,0,false,,10,false,,
2261,テイルコンチェルト,ているこんちぇると,,,テイルコンチェルトっていう、動物たちの話があるんだ！,,,,series_teirukoncheruto,1,1,Normal,,,Random,,0,0,false,,10,false,,
2261,テイルコンチェルト,ているこんちぇると,,,えー！犬が主人公で、猫たちは敵なの？,,,,series_teirukoncheruto,1,2,Normal,,,Random,,0,0,false,,10,false,,
2261,テイルコンチェルト,ているこんちぇると,,,猫たちが差別されてた歴史があったんだ……{{CAT_PRONOUN}}はいい時代に生まれたんだねぇ。,,,,series_teirukoncheruto,1,3,Normal,,,Random,,0,0,false,,10,false,,
2262,ソラトロボ,そらとろぼ,,,ソラトロボって何？,,,,series_soratorobo,1,0,Normal,,,Random,,0,0,false,,10,false,,
2262,ソラトロボ,そらとろぼ,,,ソラトロボっていう、犬と猫たちの話があるんだ！,,,,series_soratorobo,1,1,Normal,,,Random,,0,0,false,,10,false,,
2262,ソラトロボ,そらとろぼ,,,ロボットに乗って、悪いやつをやっつけるんだ！,,,,series_soratorobo,1,2,Normal,,,Random,,0,0,false,,10,false,,
2262,ソラトロボ,そらとろぼ,,,ところでロボットって何？そこで床を掃除してるやつみたいなの？,,,,series_soratorobo,1,3,Normal,,,Random,,0,0,false,,10,false,,
2263,戦場のフーガ,せんじょうのふーが,,,戦場のフーガって何？,,,,series_senjounofuga,1,0,Normal,,,Random,,0,0,false,,10,false,,
2263,戦場のフーガ,せんじょうのふーが,,,戦場のフーガっていう、犬と猫の子供たちが戦車に乗って戦う話があるんだ！,,,,series_senjounofuga,1,1,Normal,,,Random,,0,0,false,,10,false,,
2263,戦場のフーガ,せんじょうのふーが,,,でも、なんで戦わなきゃいけないんだろう。,,,,series_senjounofuga,1,2,Normal,,,Random,,0,0,false,,10,false,,
2263,戦場のフーガ,せんじょうのふーが,,,……住んでいた場所の仲間たちを攫われたから？それは……仕方がないか……。,,,,series_senjounofuga,1,3,Normal,,,Random,,0,0,false,,10,false,,
2264,タマ＆フレンズ,たまあんどふれんず,,,タマ＆フレンズって何？,,,,series_tamaandofurenzu,1,0,Normal,,,Random,,0,0,false,,10,false,,
2264,タマ＆フレンズ,たまあんどふれんず,,,猫たちと犬の話があるんだ。かわいい猫たちが特徴？そうなんだ～,,,,series_tamaandofurenzu,1,1,Normal,,,Random,,0,0,false,,10,false,,
2264,タマ＆フレンズ,たまあんどふれんず,,,話の内容も可愛らしいんだよね？,,,,series_tamaandofurenzu,1,2,Normal,,,Random,,0,0,false,,10,false,,
2264,タマ＆フレンズ,たまあんどふれんず,,,……え、なんで黙るの！？,,,,series_tamaandofurenzu,1,3,Normal,,,Random,,0,0,false,,10,false,,
2265,三丁目のタマ,(さんちょうめのたま|うちのたましりませんか),,,三丁目のタマって何？,,,,series_sanchoumenotama,1,0,Normal,,,Random,,0,0,false,,10,false,,
2265,三丁目のタマ,(さんちょうめのたま|うちのたましりませんか),,,猫たちと犬の話があるんだ。かわいい猫たちが特徴？そうなんだ～,,,,series_sanchoumenotama,1,1,Normal,,,Random,,0,0,false,,10,false,,
2265,三丁目のタマ,(さんちょうめのたま|うちのたましりませんか),,,話の内容も可愛らしいんだよね？,,,,series_sanchoumenotama,1,2,Normal,,,Random,,0,0,false,,10,false,,
2265,三丁目のタマ,(さんちょうめのたま|うちのたましりませんか),,,……え、なんで黙るの！？,,,,series_sanchoumenotama,1,3,Normal,,,Random,,0,0,false,,10,false,,
2266,猫の地球儀,ねこのちきゅうぎ,,,猫の地球儀って何？,,,,series_nekonochikyuugi,1,0,Normal,,,Random,,0,0,false,,10,false,,
2266,猫の地球儀,ねこのちきゅうぎ,,,猫たちの星が舞台の話なんだ！猫しかいない星なの？,,,,series_nekonochikyuugi,1,1,Normal,,,Random,,0,0,false,,10,false,,
2266,猫の地球儀,ねこのちきゅうぎ,,,……{{CAT_PRONOUN}}は{{PLAYER_CALLING}}から離れるなんて考えられないけど、最初から会ったことが無かったら、平気なのかな。,,,,series_nekonochikyuugi,1,2,Normal,,,Random,,0,0,false,,10,false,,
2267,グーグーだって猫である,ぐーぐーだってねこである,,,グーグーだって猫であるって何？,,,,series_gugudattenekodearu,1,0,Normal,,,Random,,0,0,false,,10,false,,
2267,グーグーだって猫である,ぐーぐーだってねこである,,,人間の漫画家と、グーグーっていう猫の話なんだ！,,,,series_gugudattenekodearu,1,1,Normal,,,Random,,0,0,false,,10,false,,
2267,グーグーだって猫である,ぐーぐーだってねこである,,,……猫が先に死んじゃって、ペットロス？になってたんだ。,,,,series_gugudattenekodearu,1,2,Normal,,,Random,,0,0,false,,10,false,,
2267,グーグーだって猫である,ぐーぐーだってねこである,,,……{{CAT_PRONOUN}}たちはずっと一緒にいられるよ。安心してね……。,,,,series_gugudattenekodearu,1,3,Normal,,,Random,,0,0,false,,10,false,,
2268,わーちふぃーるど,わーちふぃーるど,,,わーちふぃーるどって何？,,,,series_wachifirudo,1,0,Normal,,,Random,,0,0,false,,10,false,,
2268,わーちふぃーるど,わーちふぃーるど,,,わーちふぃーるどっていう世界の、ダヤンっていう猫の話なんだ！そのわーちふぃーるどっていうのは？,,,,series_wachifirudo,1,1,Normal,,,Random,,0,0,false,,10,false,,
2268,わーちふぃーるど,わーちふぃーるど,,,人間の居ない動物たちの世界なんだ！,,,,series_wachifirudo,1,2,Normal,,,Random,,0,0,false,,10,false,,
2268,わーちふぃーるど,わーちふぃーるど,,,……なんで人間って、人間の居ない世界を想像するんだろうね。自分たちのこと、あまり好きじゃないのかな。,,,,series_wachifirudo,1,3,Normal,,,Random,,0,0,false,,10,false,,
2317,ダヤン,だやん,,,ダヤンって何？,,,,series_wachifirudo,1,0,Normal,,,Random,,0,0,false,,10,false,,
2317,ダヤン,だやん,,,わーちふぃーるどっていう世界の、ダヤンっていう猫の話なんだ！そのわーちふぃーるどっていうのは？,,,,series_wachifirudo,1,1,Normal,,,Random,,0,0,false,,10,false,,
2317,ダヤン,だやん,,,人間の居ない動物たちの世界なんだ！,,,,series_wachifirudo,1,2,Normal,,,Random,,0,0,false,,10,false,,
2317,ダヤン,だやん,,,……なんで人間って、人間の居ない世界を想像するんだろうね。自分たちのこと、あまり好きじゃないのかな。,,,,series_wachifirudo,1,3,Normal,,,Random,,0,0,false,,10,false,,
2269,ネコルポス,ねこるぽす,,,ネコルポスって何？,,,,series_nekoruposu,1,0,Normal,,,Random,,0,0,false,,40,false,,
2269,ネコルポス,ねこるぽす,,,え、{{PLAYER_CALLING}}も知らないの？じゃあ{{CAT_PRONOUN}}も知らないよ～,,,,series_nekoruposu,1,1,Normal,,,Random,,0,0,false,,40,false,,
2269,ネコルポス,ねこるぽす,,,ネコが関わる意味なのかな？なら、ルポスって何？,,,,series_nekoruposu,1,2,Normal,,,Random,,0,0,false,,40,false,,
2270,猫の恩返し,ねこのおんがえし,,,猫の恩返しって何？,,,,series_nekonoongaeshi,1,0,Normal,,,Random,,0,0,false,,10,false,,
2270,猫の恩返し,ねこのおんがえし,,,猫の王子を助けたお礼に、猫の国に行く話なんだ！人間が猫になって、猫の王子と結婚するなんて、なんだかロマンティックだね！,,,,series_nekonoongaeshi,1,1,Normal,,,Random,,0,0,false,,10,false,,
2270,猫の恩返し,ねこのおんがえし,,,……え？嫌だった？,,,,series_nekonoongaeshi,1,2,Normal,,,Random,,0,0,false,,10,false,,
2271,摩訶不思議ネコ ムスビ,まかふしぎねこむすび,,,摩訶不思議ネコ ムスビって何？,,,,series_makafushiginekomusubi,1,0,Normal,,,Random,,0,0,false,,10,false,,
2271,摩訶不思議ネコ ムスビ,まかふしぎねこむすび,,,猫たちの天国に行く話なんだ！猫たちの天国って、どんな所なんだろう！,,,,series_makafushiginekomusubi,1,1,Normal,,,Random,,0,0,false,,10,false,,
2271,摩訶不思議ネコ ムスビ,まかふしぎねこむすび,,,まあ、もしあったとしても……{{CAT_PRONOUN}}はもう行けないと思うな。,,,,series_makafushiginekomusubi,1,2,Normal,,,Random,,0,0,false,,10,false,,
2272,ネコトモ,ねことも,,,ネコトモって何？,,,,series_nekotomo,1,0,Normal,,,Random,,0,0,false,,10,false,,
2272,ネコトモ,ねことも,,,猫とおしゃべりしたり、言葉を教えるゲームなんだ！,,,,series_nekotomo,1,1,Normal,,,Random,,0,0,false,,10,false,,
2272,ネコトモ,ねことも,,,{{CAT_PRONOUN}}も知らない言葉をいっぱい教えてもらってるし、ちょっと似てるね！,,,,series_nekotomo,1,2,Normal,,,Random,,0,0,false,,10,false,,
2273,ハローキティ,(はろーきてぃ|きてぃほわいと),,,ハローキティって何？,,,,series_harokiti,1,0,Normal,,,Random,,0,0,false,,10,false,,
2273,ハローキティ,(はろーきてぃ|きてぃほわいと),,,ハローキティっていう、有名な猫のキャラクターなんだ！,,,,series_harokiti,1,1,Normal,,,Random,,0,0,false,,10,false,,
2273,ハローキティ,(はろーきてぃ|きてぃほわいと),,,えっと、その「仕事を選ばない」っていうのは、働き者って意味？すごいなぁ。,,,,series_harokiti,1,2,Normal,,,Random,,0,0,false,,10,false,,
2273,ハローキティ,(はろーきてぃ|きてぃほわいと),,,{{CAT_PRONOUN}}も{{PLAYER_CALLING}}のために頑張る！,,,,series_harokiti,1,3,Normal,,,Random,,0,0,false,,10,false,,
2274,猫絵十兵衛,ねこえじゅうべえ,,,猫絵十兵衛って何？,,,,series_nekoejuubee,1,0,Normal,,,Random,,0,0,false,,10,false,,
2274,猫絵十兵衛,ねこえじゅうべえ,,,むかしの、猫の絵を描く人と、猫又の話なんだ！,,,,series_nekoejuubee,1,1,Normal,,,Random,,0,0,false,,10,false,,
2274,猫絵十兵衛,ねこえじゅうべえ,,,{{CAT_PRONOUN}}の大先輩だね！まだ生きてたりしないかな？,,,,series_nekoejuubee,1,2,Normal,,,Random,,0,0,false,,10,false,,
2275,タオカカ,たおかか,,,タオカカって何？,,,,series_taokaka,1,0,Normal,,,Random,,0,0,false,,10,false,,
2275,タオカカ,たおかか,,,ブレイブルーっていうゲームに出てくる、カカ族の女の子なんだ！カカ族って何？,,,,series_taokaka,1,1,Normal,,,Random,,0,0,false,,10,false,,
2275,タオカカ,たおかか,,,すごく元気ですばしっこいんだ！……早すぎて２匹に見えるって、どんだけ早いの……。,,,,series_taokaka,1,2,Normal,,,Random,,0,0,false,,10,false,,
2276,獣兵衛,じゅうべえ,,,獣兵衛って何？,,,,series_juubee,1,0,Normal,,,Random,,0,0,false,,10,false,,
2276,獣兵衛,じゅうべえ,,,へえ、ブレイブルーっていうゲームに出てくる猫のおじさんなんだ！,,,,series_juubee,1,1,Normal,,,Random,,0,0,false,,10,false,,
